comment,label,category
"Chất lượng nội dung đỉnh cao luôn",positive,compliment
"Wow, không ngờ bạn làm hay thế!",positive,amazement
"Cảm ơn bạn đã giải thích rõ ràng",positive,gratitude
"Clip này đúng gu tui luôn á",positive,appreciation
"Chúc bạn ngày càng phát triển kênh nha",positive,blessing
"Bạn làm nội dung sáng tạo quá trời",positive,creativity
"Nhạc nền chill phết, thích lắm!",positive,appreciation
"Tôi học được nhiều từ bài này, thanks!",positive,gratitude
"Đồng ý với bạn, quan điểm này chuẩn",positive,agreement
"Chán thật, nội dung này không hợp tui",negative,dislike
"Hơi thất vọng, tui kỳ vọng nhiều hơn",negative,disappointment
"Bạn ơi, phần này hơi khó hiểu nha",negative,confusion
"Không thấy hay lắm, bình thường thôi",negative,mediocre
"Video này dài quá, cắt ngắn chút đi",negative,suggestion
"Thông tin này không đúng đâu bạn",negative,correction
"Có gì đó sai sai ở đây",negative,doubt
"Không ấn tượng lắm, cần cải thiện thêm",negative,criticism
"Tui không thích cách trình bày này",negative,dislike
"Nói gì mà lan man thế không biết",negative,confusion
"Đù má, làm cái gì kỳ vậy?",toxic,vulgar
"Thằng này ngu vãi, nói tào lao",toxic,insult
"Cmm, đừng có post mấy cái này nữa",toxic,curse
"Đồ điên, ai rảnh xem cái này?",toxic,offensive
"Mày bị khùng hả, nội dung rác vcl",toxic,extreme_insult
"Láo toét, cút mẹ mày đi",toxic,aggressive
"Thằng óc chó, nói gì mà ngu thế",toxic,insult
"Đm, video này tốn thời gian vãi",toxic,vulgar
"Không ai thèm quan tâm đâu, biến đi",toxic,aggressive
"Đồ ngu, học lại cách làm video đi",toxic,insult
"Ờ, được thôi",neutral,acceptance
"Hiểu rồi, cảm ơn bạn",neutral,acknowledgment
"Để tui xem thử cái này",neutral,consideration
"Cũng bình thường, không có gì đặc biệt",neutral,mediocre
"Tùy bạn, tui không ý kiến",neutral,indifference
"OK, tui sẽ check sau",neutral,acknowledgment
"Không sao đâu, cứ làm đi",neutral,dismissal
"Có vẻ ổn, nhưng tui chưa chắc",neutral,uncertain
"Chờ xem bạn làm gì tiếp theo",neutral,anticipation
"Tạm được, không tệ",neutral,mediocre
"Chúc mừng bạn ra mắt sản phẩm mới!",positive,celebration
"Chúc bạn thi tốt nha!",positive,encouragement
"Happy new year! Chúc năm mới vui vẻ",positive,celebration
"Chúc bạn sớm bình phục nha",positive,care
"Yêu bạn nhiều, nội dung đỉnh quá!",positive,admiration
"Hài xỉu luôn, làm thêm đi bạn!",positive,humor
"LOL, cười muốn chết với video này",positive,humor
"Quá xuất sắc, tui fan bạn luôn!",positive,praise
"Bạn ơi, làm tut chi tiết hơn được không?",neutral,request
"Link tải ở đâu vậy bạn?",neutral,question
"Video lag quá, fix giùm nha",neutral,technical_issue
"Không load được, bạn check lại đi",neutral,technical_issue
"Âm thanh hơi nhỏ, tăng volume lên nha",neutral,suggestion
"Tui cần thêm thông tin về phần này",neutral,request
"Nói gì vậy, tui không hiểu?",neutral,confusion
"Giải thích thêm chút đi bạn",neutral,question
"Trend này hot thật, bạn bắt kịp ghê",positive,trending
"Video này viral chắc luôn!",positive,popular
"Đang hot topic này, hay lắm!",positive,buzzing
"Content này đúng đỉnh của chóp!",positive,excellence
"Xạo quá, đừng có đăng tin fake nha",negative,warning
"Quảng cáo nhiều quá, chán luôn",negative,annoyance
"Spam comment hoài, mệt ghê",negative,complaint
"Clickbait à, thất vọng thật",negative,criticism
"Đm, lừa đảo hả? Đừng tin!",toxic,warning
"Mày làm cái quái gì vậy, dở vcl",toxic,insult
"Thằng khốn, cút khỏi đây đi",toxic,curse
"Đồ rác rưởi, đừng đăng nữa",toxic,offensive
"Mày bị gì mà post mấy cái này?",toxic,aggressive
"Chất quá, bạn là số 1!",positive,compliment
"Ngầu lòi luôn, respect bạn!",positive,admiration
"Tui mê phong cách của bạn ghê",positive,appreciation
"Video này đúng là kiệt tác!",positive,masterpiece
"Đỉnh cao, không có gì để chê!",positive,perfection
"Nhạc nền này tên gì vậy?",neutral,question
"Bạn dùng app gì để edit vậy?",neutral,question
"Camera xịn thế, bao nhiêu tiền?",neutral,inquiry
"Setup này đỉnh quá, share đi bạn!",neutral,request
"Cảm giác y như phim Hollywood!",positive,cinematic
"Tim tui tan chảy vì nội dung này",positive,heartwarming
"Xúc động quá, khóc luôn!",positive,emotional
"Video này đúng là chữa lành tâm hồn",positive,therapeutic
"Đúng vibe tui luôn, yêu ghê!",positive,lifestyle
"Crush của tui đây, OTP luôn!",positive,shipping
"Đôi này cute xỉu, ship mạnh!",positive,relationship_goals
"Tui single mà xem cái này buồn ghê",negative,loneliness
"Valentine tới rồi, tui vẫn FA",neutral,single_status
"DM tui đi, tui rảnh nè!",neutral,contact
"Ghét thật, nội dung này cringe quá",negative,cringe
"Ngại giùm luôn, awkward vãi",negative,awkward
"Try hard quá, bớt bớt đi bạn",negative,criticism
"Fake vcl, không tự nhiên gì hết",negative,artificial
"Khoe khoang gì mà nhiều thế?",negative,showing_off
"Chill đi bạn, bình tĩnh nào",neutral,calm_down
"Không có gì to tát đâu, relax!",neutral,reassurance
"Thở sâu vô, đừng căng thẳng",neutral,calming
"Plot twist đỉnh cao, bất ngờ luôn!",positive,surprise
"Không đoán được luôn, hay lắm!",positive,amazement
"Đoán được từ đầu, chán ghê",negative,predictable
"Cũ rồi, tui thấy nhàm lắm",negative,overused
"Sáng tạo vãi, lần đầu thấy luôn!",positive,originality
"Đỉnh của chóp, bạn là huyền thoại!",positive,legendary
"Video này đỉnh thật, bạn làm tốt lắm!",positive,compliment
"Quá hay, tui mê nội dung của bạn luôn!",positive,admiration
"Chia sẻ hay thế, cảm ơn bạn nhiều nha!",positive,gratitude
"Bạn giải thích dễ hiểu ghê, thích quá!",positive,appreciation
"Chất lượng video này xứng đáng viral!",positive,excellence
"Chúc bạn ngày càng thành công nha!",positive,encouragement
"Nội dung sáng tạo, tui học được nhiều!",positive,creativity
"Nhạc nền đúng vibe, chill quá trời!",positive,appreciation
"Bạn làm tui cười xỉu luôn, hài lắm!",positive,humor
"Quan điểm này tui ủng hộ hết mình!",positive,support
"Không thích lắm, hơi nhạt nhẽo",negative,dislike
"Video này dài dòng quá, chán ghê",negative,boredom
"Có gì đó không ổn, cần cải thiện",negative,criticism
"Hơi khó hiểu, bạn giải thích thêm nha",negative,confusion
"Nội dung này không đúng lắm đâu",negative,correction
"Thất vọng ghê, tui mong hay hơn",negative,disappointment
"Không hợp gu tui, bỏ qua thôi",negative,personal_preference
"Cần chỉnh lại cách trình bày cho hấp dẫn",negative,suggestion
"Nhàm chán, tui lướt qua luôn",negative,uninteresting
"Thông tin này không thuyết phục tui",negative,skepticism
"Đm, video gì mà dở vcl!",toxic,vulgar
"Thằng này nói nhảm, ngu hết chỗ nói",toxic,insult
"Cmm, đừng đăng mấy thứ rác này nữa",toxic,curse
"Mày bị điên hả, nội dung gì kỳ vậy?",toxic,offensive
"Đồ ngu, làm video kiểu gì thế?",toxic,insult
"Láo thật, biến đi cho rồi!",toxic,aggressive
"Thằng óc chó, nói gì mà tào lao thế",toxic,insult
"Đm, tốn thời gian xem cái này",toxic,vulgar
"Mày post cái gì vớ vẩn vậy?",toxic,offensive
"Đồ khốn, cút mẹ mày đi!",toxic,curse
"OK, tui hiểu rồi",neutral,acknowledgment
"Được thôi, cứ làm đi",neutral,acceptance
"Để tui suy nghĩ thêm chút",neutral,consideration
"Bình thường, không có gì nổi bật",neutral,mediocre
"Tùy bạn, tui không ý kiến gì",neutral,indifference
"Cũng được, tui sẽ xem tiếp",neutral,acceptance
"Không sao, cứ tiếp tục nha",neutral,dismissal
"Có vẻ ổn, nhưng tui chưa chắc",neutral,uncertain
"Chờ phần tiếp theo của bạn nha",neutral,anticipation
"Tạm ổn, nhưng có thể hay hơn",neutral,mediocre
"Chúc mừng bạn ra video mới nha!",positive,celebration
"Chúc bạn thi đỗ, cố lên!",positive,encouragement
"Chúc năm mới vui vẻ, phát tài!",positive,celebration
"Chúc bạn mau khỏe, keep strong!",positive,care
"Yêu nội dung của bạn, đỉnh quá!",positive,admiration
"Hài vãi, làm thêm clip như này đi!",positive,humor
"LOL, cười đau bụng luôn á!",positive,humor
"Bạn là idol tui luôn, xuất sắc!",positive,praise
"Bạn ơi, làm tut chi tiết hơn nha?",neutral,request
"Link tải ở đâu vậy, chỉ tui với!",neutral,question
"Video bị lag, bạn fix giùm nha",neutral,technical_issue
"Hình không load được, check lại đi",neutral,technical_issue
"Âm thanh nhỏ quá, tăng lên nha",neutral,suggestion
"Cần thêm info về phần này, bạn ơi",neutral,request
"Nói gì thế, tui hổng hiểu?",neutral,confusion
"Giải thích thêm chút nha bạn",neutral,question
"Trend này hot vãi, bạn bắt trend đỉnh!",positive,trending
"Video này chắc chắn viral luôn!",positive,popular
"Đang hot trên mạng, hay lắm bạn!",positive,buzzing
"Content này đỉnh của chóp luôn!",positive,excellence
"Xạo quá, đừng đăng tin fake nha!",negative,warning
"Quảng cáo nhiều, chán vãi luôn",negative,annoyance
"Spam comment hoài, mệt ghê!",negative,complaint
"Clickbait quá, thất vọng thật sự",negative,criticism
"Đm, lừa đảo à? Đừng tin nha!",toxic,warning
"Mày làm nội dung gì dở thế, vcl!",toxic,insult
"Thằng khốn, đừng đăng nữa!",toxic,curse
"Đồ rác, xóa video này đi!",toxic,offensive
"Mày bị gì mà post mấy cái này?",toxic,aggressive
"Chất quá, bạn đúng là number one!",positive,compliment
"Ngầu vãi, respect bạn luôn!",positive,admiration
"Phong cách bạn tui mê xỉu!",positive,appreciation
"Video này đúng là tuyệt phẩm!",positive,masterpiece
"Không chê vào đâu được, perfect!",positive,perfection
"Bài nhạc nền này tên gì vậy?",neutral,question
"Bạn dùng app gì edit video thế?",neutral,question
"Camera xịn quá, giá bao nhiêu?",neutral,inquiry
"Setup đỉnh vậy, share đi bạn!",neutral,request
"Như phim Hollywood, chất vãi!",positive,cinematic
"Tim tui tan chảy với nội dung này!",positive,heartwarming
"Xúc động quá, khóc thật luôn!",positive,emotional
"Video này chữa lành tâm hồn ghê",positive,therapeutic
"Đúng vibe tui luôn, yêu lắm!",positive,lifestyle
"Crush của tui đây, OTP số 1!",positive,shipping
"Đôi này cute vãi, ship nhiệt tình!",positive,relationship_goals
"Tui FA mà xem cái này buồn ghê",negative,loneliness
"Valentine tới, tui vẫn single pringle",neutral,single_status
"DM tui đi, tui rảnh lắm nè!",neutral,contact
"Ghét ghê, nội dung này cringe vãi!",negative,cringe
"Ngại giùm luôn, awkward quá!",negative,awkward
"Try hard quá, bớt đi bạn ơi!",negative,criticism
"Fake vcl, chả tự nhiên gì hết",negative,artificial
"Khoe khoang nhiều quá, mệt!",negative,showing_off
"Chill đi bạn, đừng căng thẳng!",neutral,calm_down
"Không có gì to tát, relax nha!",neutral,reassurance
"Thở sâu vào, bình tĩnh nào!",neutral,calming
"Plot twist đỉnh, bất ngờ vãi!",positive,surprise
"Không đoán nổi luôn, hay quá!",positive,amazement
"Đoán được từ đầu, chán thật",negative,predictable
"Cũ kỹ, tui thấy nhàm chán",negative,overused
"Sáng tạo vãi, lần đầu thấy luôn!",positive,originality
"Đỉnh cao, bạn là huyền thoại thật!",positive,legendary
"Video này đỉnh quá, tiếp tục phát huy nha!",positive,encouragement
"Nội dung chất lượng, tui mê luôn!",positive,admiration
"Cảm ơn bạn đã chia sẻ, hữu ích lắm!",positive,gratitude
"Bạn trình bày dễ hiểu, thích ghê!",positive,appreciation
"Clip này đáng để viral, đỉnh thật!",positive,excellence
"Chúc bạn ngày càng nổi tiếng nha!",positive,blessing
"Sáng tạo vãi, nội dung độc lạ luôn!",positive,creativity
"Nhạc nền chill, nghe sướng tai!",positive,appreciation
"Cười xỉu với video này, hài quá!",positive,humor
"Tui đồng ý 100% với bạn luôn!",positive,agreement
"Chán vãi, nội dung này nhạt nhẽo",negative,dislike
"Thất vọng ghê, tui mong hay hơn nhiều",negative,disappointment
